Feature ordinal,Feature,Bio MAF v4 block,Recommended status,Feature count origin,What this feature measures,Why this feature is in v4,Plain-English interpretation,Source / grounding,Downloaded/local provenance,Likely reviewer criticism,Response / rationale,Signature separation note
903,driver_gene_role_matched_event_log_count__TNFAIP3,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. TNFAIP3 is included because: OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024; Vogelstein 2013.,"log1p count of role-consistent likely driver events in TNFAIP3; tumor-suppressor genes emphasize loss-of-function, oncogenes emphasize exact hotspot/residue evidence, both-role genes allow either.",Separates a generic passenger-like mutation from a mutation that matches known cancer-gene biology.,This tumor has a mutation in TNFAIP3 that better matches how that gene is known to drive cancer.,OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024; Vogelstein 2013,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
904,driver_gene_functional_event_log_count__TNFRSF14,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. TNFRSF14 is included because: OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024; Cancer Hotspots v3.,log1p count of high/moderate-impact or otherwise protein-affecting mutations in TNFRSF14,"Recovers exact cancer-gene identity that the hash model had, but only for externally supported genes.",This tumor has a protein-affecting mutation in the externally supported cancer gene TNFRSF14.,OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024; Cancer Hotspots v3,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
905,driver_gene_role_matched_event_log_count__TNFRSF14,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. TNFRSF14 is included because: OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024; Cancer Hotspots v3.,"log1p count of role-consistent likely driver events in TNFRSF14; tumor-suppressor genes emphasize loss-of-function, oncogenes emphasize exact hotspot/residue evidence, both-role genes allow either.",Separates a generic passenger-like mutation from a mutation that matches known cancer-gene biology.,This tumor has a mutation in TNFRSF14 that better matches how that gene is known to drive cancer.,OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024; Cancer Hotspots v3,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
906,driver_gene_functional_event_log_count__TOP1,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. TOP1 is included because: OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024.,log1p count of high/moderate-impact or otherwise protein-affecting mutations in TOP1,"Recovers exact cancer-gene identity that the hash model had, but only for externally supported genes.",This tumor has a protein-affecting mutation in the externally supported cancer gene TOP1.,OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
907,driver_gene_role_matched_event_log_count__TOP1,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. TOP1 is included because: OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024.,"log1p count of role-consistent likely driver events in TOP1; tumor-suppressor genes emphasize loss-of-function, oncogenes emphasize exact hotspot/residue evidence, both-role genes allow either.",Separates a generic passenger-like mutation from a mutation that matches known cancer-gene biology.,This tumor has a mutation in TOP1 that better matches how that gene is known to drive cancer.,OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
908,driver_gene_functional_event_log_count__TP53,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. TP53 is included because: OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024; Vogelstein 2013; Cancer Hotspots v3.,log1p count of high/moderate-impact or otherwise protein-affecting mutations in TP53,"Recovers exact cancer-gene identity that the hash model had, but only for externally supported genes.",This tumor has a protein-affecting mutation in the externally supported cancer gene TP53.,OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024; Vogelstein 2013; Cancer Hotspots v3,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
909,driver_gene_role_matched_event_log_count__TP53,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. TP53 is included because: OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024; Vogelstein 2013; Cancer Hotspots v3.,"log1p count of role-consistent likely driver events in TP53; tumor-suppressor genes emphasize loss-of-function, oncogenes emphasize exact hotspot/residue evidence, both-role genes allow either.",Separates a generic passenger-like mutation from a mutation that matches known cancer-gene biology.,This tumor has a mutation in TP53 that better matches how that gene is known to drive cancer.,OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024; Vogelstein 2013; Cancer Hotspots v3,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
910,driver_gene_functional_event_log_count__TP63,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. TP63 is included because: OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024; Cancer Hotspots v3.,log1p count of high/moderate-impact or otherwise protein-affecting mutations in TP63,"Recovers exact cancer-gene identity that the hash model had, but only for externally supported genes.",This tumor has a protein-affecting mutation in the externally supported cancer gene TP63.,OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024; Cancer Hotspots v3,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
911,driver_gene_role_matched_event_log_count__TP63,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. TP63 is included because: OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024; Cancer Hotspots v3.,"log1p count of role-consistent likely driver events in TP63; tumor-suppressor genes emphasize loss-of-function, oncogenes emphasize exact hotspot/residue evidence, both-role genes allow either.",Separates a generic passenger-like mutation from a mutation that matches known cancer-gene biology.,This tumor has a mutation in TP63 that better matches how that gene is known to drive cancer.,OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024; Cancer Hotspots v3,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
912,driver_gene_functional_event_log_count__TRAF7,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. TRAF7 is included because: OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024; Vogelstein 2013; Cancer Hotspots v3.,log1p count of high/moderate-impact or otherwise protein-affecting mutations in TRAF7,"Recovers exact cancer-gene identity that the hash model had, but only for externally supported genes.",This tumor has a protein-affecting mutation in the externally supported cancer gene TRAF7.,OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024; Vogelstein 2013; Cancer Hotspots v3,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
